Manufacturer,Regulatory Class,Vehicle Type,Model Year,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,.Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,7+ Gears,Average Number of Gears,Transmission - CVT (Non-Hybrid)
Toyota,All,All,2013,32.2767,25.02957,21.85083,28.11503,355.01929,406.67409,316.05162,3924.325,48.08986,174.7963,203.1157,8.8493,1.154869,0.050621,51.28698,0.631,0.275,0.093,0.021,0,0.823,0.15,0,0,0.005,0.995,0,0,0,0,0.005,0,0,0.15,0.845,0,0,0,1,1,0.008,5.3,0.006
Toyota,All,All,2014,32.79327,25.41825,22.13123,28.62559,349.5662,401.49805,310.38954,3898.327,48.61576,174.8861,201.5949,8.7621,1.151305,0.050526,51.43275,0.666,0.241,0.092,0.014,0,0.726,0.12,0,0,0.02,0.979,0,0.001,0,0.001,0.006,0,0,0.12,0.874,0,0,0,0.999,0.999,0.015,5.4,0.14
Toyota,All,All,2015,32.16352,24.97159,21.74225,28.12268,355.8847,408.7441,316.0083,3958.409,48.38213,175.1481,205.6819,8.7684,1.172059,0.050885,51.1468,0.607,0.306,0.088,0.01,0,0.752,0.112,0,0,0.017,0.983,0,0,0,0,0.002,0,0,0.112,0.886,0.015,0,0,1,1,0.019,5.4,0.126
Toyota,All,All,2016,32.1998,25.0145,21.80008,28.14521,355.23027,407.61534,315.7117,3986.353,48.51502,175.2316,210.6194,8.6414,1.202652,0.051582,51.27594,0.581,0.331,0.087,0.01,0,0.738,0.092,0,0,0.016,0.984,0,0,0,0,0,0,0,0.092,0.907,0.034,0,0,1,1,0.062,5.5,0.16
Toyota,All,All,2017,32.42168,25.27732,22.00668,28.46929,351.04903,403.15161,311.74321,4059.173,49.00221,176.754,215.7714,8.5229,1.221114,0.05193,53.20132,0.56,0.368,0.073,0.01,0,0.761,0.082,0,0,0.016,0.983,0,0.001,0,0,0.013,0.001,0,0.082,0.903,0.03,0.064,0,0.999,0.999,0.196,5.9,0.147
Toyota,All,All,2018,32.83725,25.51833,22.24982,28.69875,347.94466,399.01539,309.41741,4083.356,48.78112,178.443,220.1509,8.3644,1.236685,0.052944,54.05178,0.542,0.39,0.068,0.005,0,0.781,0.076,0,0,0.012,0.988,0,0.001,0,0,0.008,0.001,0,0.076,0.916,0.025,0.08,0,0.999,0.999,0.329,6,0.137
Toyota,All,All,2019,33.3364,25.77019,22.47968,28.96909,344.62329,395.05155,306.58092,4120.397,49.45629,181.6962,232.7357,7.9535,1.290984,0.055764,55.23355,0.502,0.431,0.068,0.009,0,0.768,0.094,0,0,0.011,0.988,0,0.001,0,0,0.004,0.001,0,0.094,0.901,0.029,0.119,0,0.999,0.999,0.495,6.2,0.13
Toyota,All,All,2020,34.09559,26.20098,23.07788,29.17995,338.97392,384.81063,304.39535,4099.696,49.24414,177.4215,227.1451,7.8436,1.292097,0.054582,56.54187,0.521,0.419,0.061,0.011,0,0.684,0.125,0,0,0.016,0.984,0,0,0,0,0.006,0,0,0.125,0.869,0.028,0.133,0,1,1,0.42,5.8,0.181
VW,All,All,1975,26.44529,22.60053,19.9855,26.90294,393.22085,444.67234,330.3357,2374.728,-,95.2832,69.2166,-,0.725273,0.029006,26.92799,0.735,0,0.265,0.724,0.247,0.029,0,0,0.543,-,0.454,0.003,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
VW,All,All,1976,27.43937,23.38854,21.31225,26.5499,379.97238,416.9903,334.72825,2349.943,-,100.0871,74.4562,-,0.740922,0.031641,27.58845,0.794,0,0.206,0.72,0.28,0,0,0,0.612,-,0.382,0.006,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
VW,All,All,1977,28.76551,24.56012,21.97323,28.68808,364.25463,407.01094,311.99692,2365.743,-,99.4123,74.433,-,0.744583,0.031434,29.64827,0.886,0,0.114,0.808,0.192,0,0,0,0.276,-,0.649,0.007,0,0.068,0,0,0,0,0,0.932,-,-,0,-,-,-,-,0
VW,All,All,1978,27.08424,23.10906,20.8176,26.70128,388.84179,431.45036,336.76464,2420.151,-,97.998,75.4274,14.8144,0.763559,0.030872,28.9083,0.894,0,0.106,0.738,0.262,0,0,0,0.01,-,0.857,0.009,0,0.124,0,0,0,0,0,0.876,-,-,0,-,-,-,-,0
VW,All,All,1979,27.97937,23.86864,21.54529,27.49206,379.83061,420.3295,330.33196,2432.878,-,98.7324,72.4974,16.9024,0.728157,0.029662,30.42353,0.868,0,0.132,0.793,0.207,0,0,0,0,-,0.746,0.04,0,0.213,0,0,0,0,0,0.787,-,-,0,-,-,0,4,0
VW,All,All,1980,30.51841,26.0367,23.49676,30.00033,353.77702,391.45425,307.72708,2420.231,-,99.5523,69.6899,17.6086,0.691177,0.02877,33.19173,0.929,0,0.071,0.845,0.155,0,0,0,0.033,-,0.547,0.067,0,0.353,0,0,0,0,0,0.647,-,-,0,-,-,0,4.1,0
VW,All,All,1981,33.49253,28.56169,25.89788,32.66866,327.54834,360.93898,286.73755,2436.556,-,105.6219,68.031,17.6112,0.634009,0.027752,36.69901,0.943,0,0.057,0.864,0.136,0,0,0,0,-,0.456,0.062,0,0.482,0,0,0,0,0,0.518,-,-,0,-,-,0,4.3,0
VW,All,All,1982,32.16142,27.3856,25.27974,30.48989,335.00371,362.48866,301.411,2539.318,-,108.6005,73.4183,18.3596,0.664853,0.028861,36.6255,0.9,0,0.1,0.799,0.201,0,0,0,0.026,-,0.609,0.05,0,0.314,0,0,0,0,0,0.686,-,-,0,-,-,0,4.3,0
VW,All,All,1983,28.75315,24.50299,22.39353,27.69115,367.01499,401.38881,325.00254,2616.373,-,117.5749,88.6692,15.0884,0.740901,0.033934,33.13612,0.794,0.003,0.203,0.779,0.221,0,0,0,0.037,-,0.752,0.087,0,0.124,0,0,0,0,0,0.876,-,-,0,-,-,0,4.4,0
VW,All,All,1984,27.68403,23.5869,21.62344,26.53137,379.71044,414.07497,337.70934,2702.315,-,119.0994,92.3513,14.745,0.764429,0.034119,32.80752,0.837,0.01,0.152,0.667,0.333,0,0,0,0.035,-,0.797,0.072,0,0.096,0,0,0,0,0,0.904,-,-,0,-,-,0,4.2,0
VW,All,All,1985,28.77182,24.51819,22.42452,27.67643,365.12833,399.20458,323.47959,2746.824,-,121.0558,97.4742,14.0872,0.799329,0.035443,34.61846,0.852,0.014,0.134,0.65,0.35,0,0,0,0,-,0.853,0.064,0,0.083,0,0,0,0,0,0.917,-,-,0,-,-,0,4.3,0
VW,All,All,1986,28.51118,24.21034,22.03156,27.44162,368.69517,405.13378,325.30849,2723.169,-,121.3448,104.7115,12.8527,0.849906,0.038132,33.66596,0.849,0.029,0.121,0.653,0.347,0,0,0,0,-,0.951,0,0,0.049,0,0,0,0,0,0.951,-,-,0,0.043,-,0,4.3,0
VW,All,All,1987,27.73883,23.44435,21.48566,26.2151,379.06794,413.62476,339.00304,2778.337,-,121.3328,108.8238,12.8164,0.88415,0.039079,32.93024,0.811,0.044,0.144,0.687,0.305,0,0,0.008,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.081,-,0,4.3,0
VW,All,All,1988,29.40659,24.76508,22.51174,27.92448,358.8521,394.77187,318.25119,2712.111,-,118.2043,105.332,13.013,0.879194,0.038421,33.81552,0.878,0.03,0.092,0.761,0.239,0,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.076,-,0,4.2,0
VW,All,All,1989,29.07538,24.4067,22.03859,27.68715,364.90957,404.10035,321.69654,2783.258,-,119.236,107.5703,12.6608,0.889136,0.038284,34.38574,0.896,0.018,0.085,0.713,0.285,0,0,0.002,0,-,0.975,0.001,0,0.024,0,0,0,0,0,0.976,-,-,0,0.076,-,0,4.2,0
VW,All,All,1990,27.87035,23.33404,20.91165,26.65765,381.19994,425.34565,333.68635,2979.103,-,122.3397,117.5959,11.7063,0.953302,0.039106,34.94548,0.887,0.045,0.068,0.595,0.294,0.109,0,0.002,0,-,0.99,0,0,0.01,0,0,0,0,0,0.99,-,-,0,0.178,-,0,4.1,0
VW,All,All,1991,28.5068,23.81569,21.03324,27.66405,374.52121,423.98296,322.5107,2984.64,-,121.406,113.6626,12.1708,0.919816,0.037568,35.9627,0.885,0.027,0.088,0.583,0.233,0.184,0,0,0,-,0.96,0,0,0.04,0,0,0,0,0,0.96,-,-,0,0.203,-,0,4.3,0
VW,All,All,1992,28.66844,23.89521,20.87448,28.0669,372.31995,426.16153,317.01898,2975.974,-,124.5971,120.2114,11.2519,0.947789,0.039698,35.71214,0.944,0.02,0.035,0.591,0.197,0.212,0,0,0,-,0.989,0,0,0.011,0,0,0,0,0,0.989,-,-,0,0.204,-,0,4.4,0
VW,All,All,1993,25.54871,21.25973,18.54989,24.90875,418.0203,479.08646,356.78232,3278.695,-,146.2937,136.2019,10.3219,0.914357,0.041314,34.83746,0.856,0.105,0.039,0.551,0.018,0.431,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.048,-,0,4.5,0
VW,All,All,1994,27.70981,22.96092,19.9006,27.03109,387.0489,446.56934,328.76959,3107.629,-,134.4193,133.0304,9.8036,0.979369,0.042372,35.81126,0.856,0.106,0.038,0.533,0.006,0.461,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.027,-,0,4.5,0
VW,All,All,1995,28.0033,23.09363,20.06103,26.9916,384.82478,442.99816,329.25053,3147.187,-,138.4431,138.0163,9.8433,0.985017,0.043541,36.4919,0.894,0.052,0.054,0.622,0.008,0.37,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.014,-,0,4.7,0
VW,All,All,1996,27.80577,22.90558,19.63335,27.12724,389.02232,453.81271,328.52548,3159.903,-,137.9654,136.7134,10.4211,0.977241,0.042884,36.66106,0.861,0.112,0.027,0.583,0.005,0.412,0,0,0,-,0.97,0,0,0.03,0,0,0,0,0,0.97,0.03,-,0,0,-,0,4.7,0
VW,All,All,1997,27.96364,22.93339,19.67715,27.00629,388.17783,452.39076,329.65825,3172.42,-,137.8253,140.15,10.2442,1.006547,0.043897,36.77343,0.807,0.137,0.057,0.59,0.012,0.398,0,0,0,-,0.98,0,0,0.02,0,0,0,0,0,0.98,0.068,-,0,0.092,-,0,4.7,0
VW,All,All,1998,28.40578,23.23661,19.75984,27.55199,384.10328,451.60619,324.01594,3205.746,-,133.6558,141.8341,10.455,1.055984,0.043809,37.87849,0.775,0.183,0.042,0.546,0.008,0.445,0,0,0,-,0.949,0,0,0.051,0,0,0,0,0,0.949,0.194,-,0,0.349,-,0,4.8,0
VW,All,All,1999,27.81162,22.7029,19.20113,26.98059,392.2255,463.705,330.08547,3266.989,-,134.1739,148.1971,10.3483,1.097575,0.044911,37.44786,0.783,0.15,0.067,0.393,0.016,0.59,0,0,0,-,0.976,0,0,0.024,0,0,0,0,0,0.976,0.22,-,0,0.445,-,0,4.7,0
VW,All,All,2000,28.12501,22.79871,19.4658,26.67279,391.50524,458.47335,334.69765,3264.638,-,135.4563,152.4355,9.67,1.121172,0.046178,37.74863,0.806,0.145,0.049,0.465,0.012,0.524,0,0,0,-,0.949,0,0,0.051,0,0,0,0,0,0.949,0.318,-,0,0.451,0.184,0,4.8,0
VW,All,All,2001,27.70785,22.41505,19.01426,26.31586,398.01955,469.14543,339.0731,3338.445,-,135.8966,163.7495,9.2116,1.206464,0.048464,37.90542,0.731,0.23,0.039,0.445,0.012,0.543,0,0,0,-,0.954,0,0,0.046,0,0,0,0,0,0.954,0.414,-,0,0.576,0.276,0,4.8,0
VW,All,All,2002,28.54358,22.9908,19.41253,27.02313,389.14975,460.79131,331.1555,3409.711,-,132.3043,165.8885,9.5345,1.26191,0.048142,39.87326,0.767,0.195,0.038,0.304,0.011,0.668,0,0,0,-,0.925,0,0,0.075,0,0,0,0,0,0.925,0.469,-,0,0.618,0.135,0,4.8,0.017
VW,All,All,2003,28.90868,23.17189,19.55284,27.14399,385.74709,457.05054,329.37464,3459.418,-,132.1913,166.443,9.5435,1.268207,0.047573,40.67906,0.796,0.175,0.029,0.331,0,0.635,0,0,0,-,0.934,0,0,0.066,0,0,0,0,0,0.934,0.183,-,0,0.649,0.16,0,4.9,0.034
VW,All,All,2004,26.09541,20.96805,17.57246,24.64647,426.07507,508.3764,362.50853,3844.289,-,153.3493,195.5628,9.1413,1.280096,0.049921,40.67093,0.582,0.396,0.022,0.24,0.006,0.722,0,0,0,-,0.942,0,0,0.058,0,0,0,0,0,0.942,0.429,-,0,0.71,0.305,0,5.1,0.033
VW,All,All,2005,26.52421,21.24186,17.6996,25.01919,422.14477,506.57369,358.45277,3867.246,-,158.4437,198.033,9.0874,1.240815,0.050104,41.65898,0.579,0.377,0.044,0.197,0.004,0.762,0,0,0,-,0.906,0,0,0.094,0,0,0,0,0,0.906,0.367,-,0,0.738,0.32,0,5.4,0.037
VW,All,All,2006,28.41891,22.68463,18.88491,26.74398,396.33228,475.76981,336.40573,3763.257,-,156.1518,200.3082,8.7337,1.284848,0.052549,43.46989,0.696,0.252,0.052,0.203,0.007,0.749,0,0,0,-,0.882,0,0,0.118,0,0,0,0,0,0.882,0.461,-,0,0.873,0.518,0,5.8,0.041
VW,All,All,2007,27.3251,21.87416,18.16148,25.86259,406.3673,489.43664,343.70096,3847.573,-,161.4013,213.5829,8.3298,1.330795,0.054992,42.23025,0.667,0.285,0.048,0.223,0,0.731,0,0,0,-,0.999,0,0,0.001,0,0,0,0,0,0.999,0.368,-,0,0.999,0.204,0,5.9,0.047
VW,All,All,2008,27.2932,21.85388,18.13391,25.85506,406.68627,490.11254,343.75066,3890.292,44.36196,163.6353,223.2733,8.1381,1.373857,0.056928,42.57074,0.639,0.323,0.037,0.158,0,0.8,0,0,0,0.51,0.49,0,0,0,0,0,0,0,0,1,0.358,-,0,0.999,0.295,0,5.9,0.043
VW,All,All,2009,29.42362,23.37598,19.64346,27.28744,385.08841,458.21293,329.92431,3804.95,44.19629,151.0455,207.6038,8.2867,1.386234,0.054178,45.20168,0.673,0.302,0.025,0.137,0.012,0.829,0,0,0,0.554,0.319,0,0,0.127,0,0,0,0,0,0.873,0.501,-,0,1,0.298,0.017,6,0.021
VW,All,All,2010,31.18568,24.65528,20.82782,28.62335,367.80462,435.47869,316.75225,3774.45,44.42946,146.9187,202.8952,8.4798,1.389837,0.053287,47.51026,0.701,0.277,0.021,0.134,0.362,0.476,0,0,0,0.533,0.277,0,0,0.191,0,0,0,0,0,0.809,0.568,-,0,1,0.821,0.035,6,0.029
VW,All,All,2011,31.36568,25.32125,21.44957,29.31269,357.79839,422.37872,309.0799,3854.559,45.30506,149.9172,208.6673,8.4623,1.389294,0.053365,49.38668,0.615,0.353,0.032,0.127,0.003,0.842,0,0,0,0.507,0.322,0,0,0.171,0,0,0,0,0.005,0.825,0.51,-,0.001,0.949,0.776,0.264,6.5,0.028
VW,All,All,2012,31.89536,25.78394,21.78576,29.92728,350.8891,415.25358,302.33343,3767.171,45.60213,147.7468,204.7133,8.4247,1.384839,0.053675,49.06921,0.703,0.276,0.021,0.12,0.12,0.747,0,0,0,0.463,0.379,0,0,0.158,0,0,0,0,0.004,0.838,0.465,0.031,0,0.953,0.795,0.227,6.4,0.013
VW,All,All,2013,32.18167,25.88618,21.87145,30.04694,350.33689,414.60346,301.85509,3778.568,45.75716,145.7261,203.73,8.4741,1.39165,0.053174,49.56296,0.683,0.293,0.025,0.083,0.018,0.881,0,0,0,0.466,0.355,0,0,0.179,0,0,0,0,0.012,0.808,0.503,0.03,0.011,0.958,0.779,0.279,6.4,0.018
VW,All,All,2014,32.73499,26.08121,21.95964,30.38316,348.36734,413.7158,299.06938,3841.11,46.28774,139.7186,211.1334,8.373,1.497041,0.054019,50.76196,0.614,0.353,0.033,0.076,0.038,0.868,0,0,0,0.681,0.13,0,0,0.189,0,0.001,0,0,0.006,0.805,0.707,0.068,0.012,0.927,0.739,0.352,6.5,0.018
VW,All,All,2015,33.75789,26.61359,22.32229,31.12792,339.36404,404.70452,290.07209,3852.354,46.04226,133.4077,211.3425,8.2755,1.571835,0.054323,52.55899,0.597,0.381,0.022,0.072,0.053,0.864,0,0,0,0.78,0.065,0,0.006,0.149,0.006,0.003,0,0,0.001,0.842,0.803,0.062,0.012,0.932,0.784,0.313,6.4,0.012
VW,All,All,2016,33.73748,26.54602,22.35808,30.9144,334.26387,396.99268,286.94214,3893.763,45.92706,130.5158,220.4849,7.9726,1.701567,0.055995,53.58611,0.544,0.432,0.023,0.066,0.043,0.884,0,0,0,0.967,0.004,0,0.012,0.018,0.012,0.011,0,0,0.001,0.958,0.849,0.128,0.016,0.988,0.97,0.333,6.5,0.007
VW,All,All,2017,33.53888,26.37885,22.36375,30.51128,336.30405,396.6243,290.7993,3897.04,46.28707,127.1717,225.4872,7.9224,1.764189,0.057016,52.23464,0.527,0.452,0.021,0.071,0.075,0.854,0,0,0,0.924,0.074,0,0.003,0,0.003,0.008,0,0,0,0.989,0.874,0.303,0.017,0.997,0.997,0.378,6.5,0
VW,All,All,2018,31.58289,24.59511,21.13606,28.05933,360.91983,419.86644,316.4512,4168.242,48.40549,144.1972,250.7879,7.5761,1.763223,0.059886,51.75155,0.319,0.657,0.025,0.027,0.087,0.886,0,0,0,0.993,0.006,0,0.001,0,0.001,0.007,0,0,0,0.992,0.812,0.693,0.01,0.999,0.999,0.761,7.2,0
VW,All,All,2019,33.30061,26.13516,22.34069,29.97595,337.72877,395.46852,294.17071,4141.385,48.22647,137.318,235.5291,7.7374,1.721721,0.056032,57.15287,0.431,0.554,0.015,0.047,0.088,0.865,0,0,0,0.974,0.005,0,0.021,0,0.021,0.003,0,0,0.059,0.917,0.814,0.775,0.005,0.979,0.979,0.882,7.4,0
VW,All,All,2020,31.36801,24.37169,21.14111,27.54729,359.58926,414.7049,318.01079,4257.724,49.04377,136.3217,248.5327,7.4754,1.800155,0.057553,54.68728,0.306,0.674,0.02,0.026,0.171,0.804,0,0,0,0.974,0.006,0,0.02,0,0.02,0.024,0,0,0.068,0.888,0.912,0.861,0.024,0.98,0.901,0.907,7.5,0
GM,All,All,2003,23.10638,18.69863,15.78629,21.89274,475.27546,562.95683,405.93361,4271.543,-,235.8749,215.0516,9.1588,0.925847,0.050183,39.9067,0.468,0.276,0.256,0.036,0,0.953,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.296,0.11,0,4.1,0.011
GM,All,All,2004,23.4175,18.88777,15.88145,22.12237,470.5162,559.58366,401.72012,4287.276,-,241.6517,224.6777,8.9041,0.945749,0.052262,40.39054,0.476,0.291,0.234,0.035,0,0.958,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.367,0.171,0,4.1,0.007
GM,All,All,2005,23.79319,19.13602,15.99159,22.46896,464.41212,555.72973,395.5234,4275.537,-,236.3065,224.8396,8.8769,0.962821,0.05239,40.80693,0.488,0.281,0.23,0.035,0,0.965,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.328,0.196,0,4.1,0
GM,All,All,2006,24.36733,19.58085,16.35152,23.00887,453.86177,543.49686,386.24232,4182.546,-,228.9702,223.6541,8.8628,0.992789,0.05337,40.93504,0.538,0.249,0.214,0.044,0,0.956,0,0,0,-,1,0,0,0,0,0,0,0,0.001,0.999,0,-,0.019,0.428,0.278,0,4.2,0
GM,All,All,2007,23.78258,19.14792,15.94658,22.56535,464.12355,557.29828,393.83384,4492.047,-,243.042,240.7288,8.8542,1.00708,0.053382,42.78608,0.476,0.27,0.255,0.033,0,0.967,0,0,0,-,0.999,0,0,0,0,0,0,0,0.002,0.998,0.001,-,0.193,0.314,0.375,0,4.2,0
GM,All,All,2008,24.40481,19.64955,16.29961,23.25511,452.27492,545.22787,382.15251,4421.156,51.55719,234.6495,238.905,8.8537,1.038254,0.053892,43.29519,0.531,0.258,0.212,0.024,0,0.973,0.003,0,0,0.014,0.986,0,0,0,0,0,0,0,0.004,0.996,0.007,-,0.182,0.41,0.502,0,4.4,0
GM,All,All,2009,25.64907,20.58979,17.11545,24.31298,431.62177,519.23855,365.5249,4304.756,51.46191,222.0688,235.1431,8.5699,1.082132,0.054118,44.27632,0.581,0.216,0.203,0.03,0,0.966,0.005,0,0,0.058,0.942,0,0,0,0,0,0,0,0.01,0.99,0.005,-,0.196,0.53,0.608,0,4.8,0
GM,All,All,2010,26.4695,21.26286,17.54686,25.30572,417.9588,506.47242,351.18536,4349.11,51.53114,220.7111,244.947,8.4124,1.138607,0.05617,46.20733,0.545,0.256,0.198,0.032,0,0.966,0.001,0,0,0.337,0.663,0,0,0,0,0,0,0,0.002,0.998,0.002,-,0.158,0.618,0.948,0,5.3,0
GM,All,All,2011,25.76692,20.65983,17.12186,24.47507,430.15834,519.04416,363.10414,4565.567,53.3631,225.4395,254.3339,8.4095,1.178359,0.055166,47.26919,0.499,0.32,0.181,0.019,0,0.978,0.001,0,0,0.349,0.651,0,0,0,0,0.002,0,0,0.001,0.997,0.059,-,0.25,0.576,0.951,0,5.6,0.002
GM,All,All,2012,27.17423,21.6914,17.93276,25.76533,409.26946,495.00306,344.59324,4391.94,52.04327,208.5468,244.1557,8.3783,1.230917,0.05505,48.21104,0.563,0.284,0.152,0.028,0,0.964,0.001,0,0,0.489,0.511,0,0,0,0,0.008,0,0,0.008,0.984,0.089,0,0.192,0.745,0.971,0,5.9,0.008
GM,All,All,2013,27.72828,22.04622,18.27797,26.10649,402.45972,485.37506,339.90956,4398.796,51.9154,210.3012,248.7732,8.3306,1.257708,0.056038,49.2148,0.551,0.283,0.165,0.023,0,0.964,0.001,0,0,0.53,0.47,0,0,0,0,0.012,0,0,0.02,0.968,0.102,0,0.24,0.699,0.969,0,5.9,0.012
GM,All,All,2014,28.62093,22.67799,18.89203,26.71705,391.48409,469.90966,332.32094,4410.291,53.24794,209.9237,255.2509,8.248,1.288808,0.057096,50.46787,0.53,0.299,0.171,0.02,0.001,0.955,0,0,0,0.739,0.256,0,0.001,0.004,0.001,0.009,0,0,0.003,0.983,0.146,0.055,0.31,0.677,0.986,0.007,6,0.025
GM,All,All,2015,27.99769,22.2454,18.54793,26.18291,399.2161,478.79863,339.18015,4602.432,53.92461,224.3615,272.0209,8.0813,1.276205,0.058357,51.3804,0.435,0.387,0.177,0.013,0.001,0.973,0,0,0,0.845,0.153,0,0.001,0.001,0.001,0.004,0,0,0.002,0.992,0.117,0.082,0.369,0.624,0.994,0.043,6.1,0.013
GM,All,All,2016,28.15285,22.39726,18.66918,26.36971,396.75924,476.01256,336.97165,4517.856,53.17738,211.4143,263.6389,8.1473,1.336443,0.057592,50.99212,0.447,0.385,0.168,0.011,0.001,0.975,0.002,0,0,0.86,0.134,0,0.001,0.005,0.001,0.004,0,0,0.002,0.988,0.233,0.094,0.341,0.67,0.993,0.126,6.2,0.012
GM,All,All,2017,28.7069,22.82027,19.02276,26.86628,388.18299,465.86165,329.5833,4520.192,53.52012,213.458,264.8199,8.0318,1.341822,0.057764,53.92004,0.455,0.394,0.151,0.011,0.01,0.953,0.002,0,0,0.9,0.085,0,0.01,0.005,0.01,0.014,0,0,0.002,0.969,0.234,0.219,0.445,0.662,0.984,0.198,6.4,0.025
GM,All,All,2018,29.04469,23.00494,19.42078,26.72581,385.9766,457.26925,332.19442,4543.378,54.43369,208.4563,269.4702,7.8947,1.441788,0.058239,53.2065,0.391,0.46,0.149,0.007,0.004,0.976,0.001,0,0,0.914,0.074,0,0.004,0.009,0.004,0.008,0,0,0.008,0.972,0.389,0.418,0.473,0.628,0.988,0.319,6.8,0.012
GM,All,All,2019,28.52994,22.46647,19.05712,25.97162,394.98104,465.80713,341.55083,4437.974,54.17217,207.4571,273.2251,7.7003,1.453735,0.0605,51.35298,0.382,0.487,0.131,0.006,0.008,0.941,0,0,0,0.892,0.096,0,0.008,0.003,0.008,0.002,0,0,0.001,0.985,0.366,0.611,0.482,0.664,0.988,0.47,7.3,0.044
GM,All,All,2020,29.28445,22.79385,19.57817,26.01761,391.20063,455.58216,342.6321,4470.47,54.18171,197.2553,268.1883,7.6962,1.501314,0.058964,52.86723,0.362,0.511,0.127,0.005,0,0.92,0,0,0,0.833,0.111,0,0.012,0.043,0.012,0,0,0,0,0.945,0.453,0.687,0.441,0.712,0.945,0.616,8,0.075
Honda,All,All,1975,31.37697,26.73205,24.52074,30.04347,332.44742,362.42783,295.8047,2000,-,83.4374,54.2276,-,0.653085,0.027114,26.85356,1,0,0,0.878,0,0.122,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Honda,All,All,1976,32.61964,27.7782,25.62241,30.96215,319.92714,346.84477,287.02783,2020.645,-,83.772,56.1541,-,0.671423,0.027801,28.2659,1,0,0,0.889,0.111,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,3,0
Honda,All,All,1977,35.5451,30.24422,28.17729,33.22282,293.84126,315.39579,267.49683,2085.068,-,88.0285,62.4673,-,0.716184,0.030022,32.23044,1,0,0,0.813,0.187,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Honda,All,All,1978,33.72184,28.62626,27.41315,30.26308,310.44924,324.18743,293.65812,2125.731,-,90.2695,63.1319,14.7906,0.700511,0.029691,30.79761,1,0,0,0.82,0,0.18,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.2,0
Honda,All,All,1979,29.02548,24.66368,23.35477,26.47734,360.32744,380.5218,335.64544,2307.891,-,97.1645,64.2446,17.1348,0.665925,0.027928,28.55054,1,0,0,0.748,0,0.252,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4,0
Honda,All,All,1980,29.17636,24.79906,23.39692,26.75905,358.36033,379.8363,332.11191,2330,-,99.5919,67.9808,17.0027,0.684516,0.029284,29.10243,1,0,0,0.58,0.331,0.089,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.1,0
Honda,All,All,1981,30.7966,26.15433,24.90213,27.86703,339.79073,356.87713,318.90735,2342.626,-,99.7188,71.1884,16.0922,0.715507,0.03046,30.87549,1,0,0,0.736,0.264,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.4,0
Honda,All,All,1982,33.43254,28.39751,27.02558,30.27598,312.94997,328.83658,293.533,2353.727,-,100.2296,71.4724,17.1976,0.714631,0.030409,33.71547,1,0,0,0.718,0.282,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.4,0
Honda,All,All,1983,35.27589,29.98847,28.21452,32.48477,296.34727,314.97966,273.57436,2379.661,-,101.0242,73.5538,15.6151,0.728113,0.030885,35.96288,1,0,0,0.645,0.122,0.233,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.5,0
